보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
201-3102,1,,충청북도 청주시 상당구 수동 422-10,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3103,1,,충청북도 청주시 상당구 수동 422-6,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3104,1,,충청북도 청주시 상당구 수동 87-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3105,1,,충청북도 청주시 상당구 수동 454-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3106,1,,충청북도 청주시 상당구 수동 454-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3107,1,,충청북도 청주시 상당구 수동 454-13,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3108,1,,충청북도 청주시 상당구 수동 81-328,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3109,1,,충청북도 청주시 상당구 수동 454-14,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3110,1,,충청북도 청주시 상당구 수동 81-328,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3111,1,,충청북도 청주시 상당구 수동 454-13,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3112,1,,충청북도 청주시 상당구 수동 81-43,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3113,1,,충청북도 청주시 상당구 수동 81-14,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3114,1,,충청북도 청주시 상당구 수동 81-47,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3115,1,,충청북도 청주시 상당구 수동 81-67,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3116,1,,충청북도 청주시 상당구 수동 84-18,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3117,1,,충청북도 청주시 상당구 수동 81-73,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3119,1,,충청북도 청주시 상당구 수동 81-89,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3120,1,,충청북도 청주시 상당구 수동 6-17,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3121,1,,충청북도 청주시 상당구 수동 89-32,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3122,1,,충청북도 청주시 상당구 수동 89-29,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3123,1,,충청북도 청주시 상당구 수동 89-11,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3124,1,,충청북도 청주시 상당구 수동 90-8,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3125,1,,충청북도 청주시 상당구 수동 90-8,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3126,1,,충청북도 청주시 상당구 수동 90-14,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3127,1,,충청북도 청주시 상당구 수동 90-54,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3128,1,,충청북도 청주시 상당구 수동 81-302,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3129,1,,충청북도 청주시 상당구 수동 425-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3130,1,,충청북도 청주시 상당구 수동 421-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3131,1,,충청북도 청주시 상당구 수동 101-16,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3132,1,,충청북도 청주시 상당구 수동 426-21,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3133,1,,충청북도 청주시 상당구 수동 426-7,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3134,1,,충청북도 청주시 상당구 수동 101-1,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3135,1,,충청북도 청주시 상당구 수동 93-6,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3136,1,,충청북도 청주시 상당구 수동 94-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3137,1,,충청북도 청주시 상당구 수동 94-4,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3138,1,,충청북도 청주시 상당구 수동 414-3,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3139,1,,충청북도 청주시 상당구 수동 414-3,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3140,1,,충청북도 청주시 상당구 수동 100-32,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3141,1,,충청북도 청주시 상당구 수동 100-27,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3142,1,,충청북도 청주시 상당구 수동 398-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3143,1,,충청북도 청주시 상당구 수동 104-5,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3144,1,,충청북도 청주시 상당구 수동 110-29,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3145,1,,충청북도 청주시 상당구 수동 110-9,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3146,1,,충청북도 청주시 상당구 수동 108-6,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3147,1,,충청북도 청주시 상당구 수동 108-26,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3149,1,,충청북도 청주시 상당구 수동 116-4,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3150,1,,충청북도 청주시 상당구 수동 116-34,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3151,1,,충청북도 청주시 상당구 수동 458-6,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3152,1,,충청북도 청주시 상당구 수동 133-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3153,1,,충청북도 청주시 상당구 수동 133-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3154,1,,충청북도 청주시 상당구 수동 133-0,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3155,1,,충청북도 청주시 상당구 수동 396-3,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3156,1,,충청북도 청주시 상당구 수동 395-15,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3157,1,,충청북도 청주시 상당구 수동 112-18,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3158,1,,충청북도 청주시 상당구 수동 112-79,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3161,1,,충청북도 청주시 상당구 수동 159-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3162,1,,충청북도 청주시 상당구 수동 159-51,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3166,1,,충청북도 청주시 상당구 수동 144-4,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3167,1,,충청북도 청주시 상당구 수동 144-5,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3168,1,,충청북도 청주시 상당구 수동 331-2,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3169,1,,충청북도 청주시 상당구 수동 332-2,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3170,1,,충청북도 청주시 상당구 수동 332-2,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3171,1,,충청북도 청주시 상당구 수동 138-35,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3172,1,,충청북도 청주시 상당구 수동 138-37,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3173,1,,충청북도 청주시 상당구 수동 142-3,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3174,1,,충청북도 청주시 상당구 수동 133-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3175,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3176,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3177,1,,충청북도 청주시 상당구 수동 138-15,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3178,1,,충청북도 청주시 상당구 수동 138-15,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3179,1,,충청북도 청주시 상당구 수동 138-26,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3180,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3181,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3182,1,,충청북도 청주시 상당구 수동 142-1,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3183,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3184,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3185,1,,충청북도 청주시 상당구 수동 144-4,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3186,1,,충청북도 청주시 상당구 수동 315-46,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3187,1,,충청북도 청주시 상당구 수동 315-47,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3188,1,,충청북도 청주시 상당구 수동 144-4,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3189,1,,충청북도 청주시 상당구 수동 180-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3190,1,,충청북도 청주시 상당구 수동 172-6,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3191,1,,충청북도 청주시 상당구 수동 144-4,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3192,1,,충청북도 청주시 상당구 수동 166-27,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3193,1,,충청북도 청주시 상당구 수동 166-28,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3194,1,,충청북도 청주시 상당구 수동 164-17,,,2025,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3195,1,,충청북도 청주시 상당구 수동 163-9,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3196,1,,충청북도 청주시 상당구 수동 456-0,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3197,1,,충청북도 청주시 상당구 수동 63-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3198,1,,충청북도 청주시 상당구 수동 67-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3199,1,,충청북도 청주시 상당구 수동 161-3,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3200,1,,충청북도 청주시 상당구 수동 455-18,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3201,1,,충청북도 청주시 상당구 수동 158-10,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3202,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3203,1,,충청북도 청주시 상당구 수동 142-1,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3204,1,,충청북도 청주시 상당구 수동 159-28,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3205,1,,충청북도 청주시 상당구 수동 159-51,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3206,1,,충청북도 청주시 상당구 수동 159-51,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3207,1,,충청북도 청주시 상당구 수동 159-51,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3208,1,,충청북도 청주시 상당구 수동 129-5,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3209,1,,충청북도 청주시 상당구 수동 155-4,,,2022,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3210,1,,충청북도 청주시 상당구 수동 131-18,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3211,1,,충청북도 청주시 상당구 수동 142-1,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3213,1,,충청북도 청주시 상당구 수동 142-1,,,2023,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3214,1,,충청북도 청주시 상당구 수동 180-0,,,2024,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3215,1,,충청북도 청주시 상당구 수동 180-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3216,1,,충청북도 청주시 상당구 수동 180-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3217,1,,충청북도 청주시 상당구 수동 180-2,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3218,1,,충청북도 청주시 상당구 수동 463-1,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3219,1,,충청북도 청주시 상당구 수동 453-16,,,2022,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3220,1,,충청북도 청주시 상당구 수동 197-2,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3221,1,,충청북도 청주시 상당구 수동 200-2,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3222,1,,충청북도 청주시 상당구 수동 205-6,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3223,1,,충청북도 청주시 상당구 수동 457-7,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3224,1,,충청북도 청주시 상당구 수동 6-1,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3225,1,,충청북도 청주시 상당구 수동 165-8,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3226,1,,충청북도 청주시 상당구 수동 5-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3227,1,,충청북도 청주시 상당구 수동 6-19,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3228,1,,충청북도 청주시 상당구 수동 186-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3229,1,,충청북도 청주시 상당구 수동 457-3,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3231,1,,충청북도 청주시 상당구 수동 36-11,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3232,1,,충청북도 청주시 상당구 수동 45-17,,,2024,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3233,1,,충청북도 청주시 상당구 수동 45-0,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3234,1,,충청북도 청주시 상당구 수동 32-1,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3235,1,,충청북도 청주시 상당구 수동 15-1,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3236,1,,충청북도 청주시 상당구 수동 21-8,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3237,1,,충청북도 청주시 상당구 수동 22-29,,,2023,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3238,1,,충청북도 청주시 상당구 수동 19-8,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3254,1,,충청북도 청주시 상당구 수동 454-18,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3255,1,,충청북도 청주시 상당구 수동 454-12,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
201-3257,1,,충청북도 청주시 상당구 수동 22-16,,,2021,한전주,043-201-2773,충청북도 청주시청,2025-06-24
201-3258,1,,충청북도 청주시 상당구 수동 22-18,,,2021,전용주,043-201-2773,충청북도 청주시청,2025-06-24
